Symbol,Close,Volume,Date
JBERGER,137.00,"4,986",2025-04-28
JOHNHOLT,7.74,"11,422",2025-04-28
JULI,10.30,"1,150",2025-04-28
LASACO,2.34,"7,288,717",2025-04-28
LEARNAFRCA,3.30,"2,617,795",2025-04-28
LINKASSURE,1.33,"433,947",2025-04-28
LIVESTOCK,7.92,"5,143,265",2025-04-28
MANSARD,8.64,"20,071,762",2025-04-28
MAYBAKER,7.85,"481,820",2025-04-28
MBENEFIT,0.97,"6,978,715",2025-04-28
MCNICHOLS,1.55,"312,792",2025-04-28
MECURE,11.25,"11,000",2025-04-28
MEYER,9.25,328,2025-04-28
MRS,174.90,"110,800",2025-04-28
MTNN,245.00,"1,480,966",2025-04-28
MULTIVERSE,8.65,"45,802",2025-04-28
NAHCO,69.90,"835,635",2025-04-28
NASCON,42.00,"890,602",2025-04-28
NB,34.00,"543,406",2025-04-28
NEIMETH,2.80,"619,715",2025-04-28
NEM,13.50,"1,165,711",2025-04-28
NESTLE,"1,020.00","50,025",2025-04-28
NEWGOLD,"49,399.00",2,2025-04-28
NGXGROUP,32.45,"5,635,586",2025-04-28
NIDF,111.70,"1,744",2025-04-28
NNFM,87.75,"52,350",2025-04-28
NPFMCRFBK,1.76,"749,657",2025-04-28
NSLTECH,0.50,"1,070,914",2025-04-28
OANDO,42.00,"10,677,497",2025-04-28
OKOMUOIL,545.20,"47,208",2025-04-28
OMATEK,0.64,"2,555,120",2025-04-28
PRESCO,785.00,"234,464",2025-04-28
PRESTIGE,0.97,"3,351,140",2025-04-28
PZ,33.40,"41,761",2025-04-28
REDSTAREX,4.80,"75,803",2025-04-28
REGALINS,0.60,"5,316,360",2025-04-28
ROYALEX,1.01,"188,288",2025-04-28
RTBRISCOE,2.40,"391,885",2025-04-28
SCOA,4.47,"219,356",2025-04-28
SEPLAT,"5,700.00","3,228",2025-04-28
SKYAVN,46.50,"3,200",2025-04-28
SMURFIT,0.42,"102,000",2025-04-28
SOVRENINS,1.00,"3,939,931",2025-04-28
STANBIC,62.00,"120,128",2025-04-28
STANBICETF30,350.00,197,2025-04-28
STERLINGNG,5.29,"1,571,506",2025-04-28
SUNUASSUR,5.76,"639,194",2025-04-28
TANTALIZER,2.60,"8,396,303",2025-04-28
TIP,4.08,"416,129",2025-04-28
TOTAL,679.70,"26,653",2025-04-28
TRANSCOHOT,145.00,"77,182",2025-04-28
TRANSCORP,44.70,"1,307,921",2025-04-28
TRANSPOWER,364.90,"12,344",2025-04-28
TRIPPLEG,2.20,"1,000",2025-04-28
UACN,29.00,"1,150,606",2025-04-28
UBA,36.85,"26,319,395",2025-04-28
UCAP,15.20,"25,608,246",2025-04-28
UNILEVER,38.45,"242,688",2025-04-28
UNIONDICON,5.80,"120,600",2025-04-28
UNIVINSURE,0.52,"7,285,615",2025-04-28
UPDC,3.15,"5,901,404",2025-04-28
UPL,3.89,"62,017",2025-04-28
VERITASKAP,1.05,"2,805,264",2025-04-28
VETGOODS,19.65,"1,235",2025-04-28
VETGRIF30,42.00,"1,990",2025-04-28
VFDGROUP,57.00,"1,062,283",2025-04-28
VITAFOAM,37.65,"156,525",2025-04-28
VSPBONDETF,191.21,133,2025-04-28
WAPCO,72.60,"5,352,315",2025-04-28
WAPIC,2.12,"1,827,466",2025-04-28
WEMABANK,11.00,"5,947,621",2025-04-28
ZENITHBANK,47.90,"22,864,438",2025-04-28
ABBEYBDS,6.74,"216,704",2025-04-28
ABCTRANS,1.30,"1,724,570",2025-04-28
ACADEMY,2.61,"36,199",2025-04-28
ACCESSCORP,20.75,"55,988,202",2025-04-28
AFRIPRUD,14.25,"1,359,439",2025-04-28
AIICO,1.56,"9,197,427",2025-04-28
AIRTELAFRI,"2,156.90",225,2025-04-28
ALEX,7.15,11,2025-04-28
ARADEL,497.00,"566,414",2025-04-28
AUSTINLAZ,2.09,"2,850",2025-04-28
BERGER,18.85,"20,674",2025-04-28
BETAGLAS,99.85,"4,550",2025-04-28
BUACEMENT,83.70,"95,256",2025-04-28
BUAFOODS,418.00,"3,879",2025-04-28
CADBURY,23.00,"112,677",2025-04-28
CAP,41.50,"14,782",2025-04-28
CAVERTON,2.54,"1,028,725",2025-04-28
CHAMPION,3.75,"117,900",2025-04-28
CHAMS,2.00,"24,318,171",2025-04-28
CHELLARAM,7.89,"68,184",2025-04-28
CILEASING,3.73,"340,504",2025-04-28
CONHALLPLC,2.75,"662,891",2025-04-28
CONOIL,331.20,"5,925",2025-04-28
CORNERST,2.90,"140,806",2025-04-28
CUSTODIAN,17.90,"3,833,243",2025-04-28
CUTIX,2.30,"4,374,043",2025-04-28
CWG,7.90,"396,358",2025-04-28
DAARCOMM,0.63,"219,510",2025-04-28
DANGCEM,480.00,"35,366",2025-04-28
DANGSUGAR,33.70,"319,777",2025-04-28
DEAPCAP,0.90,"892,623",2025-04-28
ELLAHLAKES,3.22,"1,927,786",2025-04-28
ENAMELWA,25.30,2,2025-04-28
ETERNA,32.30,"169,761",2025-04-28
ETI,26.85,"1,104,674",2025-04-28
ETRANZACT,5.75,"15,425",2025-04-28
EUNISELL,10.75,"71,240",2025-04-28
FCMB,9.25,"21,624,999",2025-04-28
FIDELITYBK,18.20,"39,000,474",2025-04-28
FIDSON,18.70,"102,674",2025-04-28
FIRSTHOLDCO,25.00,"5,668,373",2025-04-28
FTNCOCOA,1.80,"1,135,905",2025-04-28
GEREGU,"1,141.50","1,680",2025-04-28
GOLDBREW,7.09,71,2025-04-28
GTCO,68.00,"31,024,453",2025-04-28
GUINEAINS,0.69,"3,566,997",2025-04-28
GUINNESS,80.00,"155,342",2025-04-28
HMCALL,5.22,"13,581",2025-04-28
HONYFLOUR,11.50,"2,836,491",2025-04-28
IKEJAHOTEL,10.00,"296,391",2025-04-28
IMG,38.00,"3,587",2025-04-28
INFINITY,7.00,26,2025-04-28
INTBREW,5.27,"4,214,179",2025-04-28
INTENEGINS,1.48,"658,527",2025-04-28
JAIZBANK,2.95,"4,321,216",2025-04-28
JAPAULGOLD,1.86,"3,159,498",2025-04-28
JBERGER,137.00,"6,769",2025-04-28
JOHNHOLT,7.74,"16,298",2025-04-28
JULI,10.30,"11,981",2025-04-28
LASACO,2.07,"9,099,628",2025-04-28
LEARNAFRCA,3.00,"22,876",2025-04-28
LINKASSURE,1.22,"133,083",2025-04-28
LIVESTOCK,8.75,"2,608,391",2025-04-28
LIVINGTRUST,4.81,"3,000",2025-04-28
LOTUSHAL15,36.00,240,2025-04-28
MANSARD,7.65,"733,569",2025-04-28
MAYBAKER,7.00,"213,245",2025-04-28
MBENEFIT,0.91,"968,854",2025-04-28
MCNICHOLS,1.60,"176,268",2025-04-28
MECURE,11.25,"3,702",2025-04-28
MERGROWTH,365.00,40,2025-04-28
MEYER,9.25,"6,011",2025-04-28
MRS,174.90,"30,498",2025-04-28
MTNN,243.40,"869,964",2025-04-28
MULTIVERSE,8.65,"24,684",2025-04-28
NAHCO,65.50,"997,207",2025-04-28
NASCON,43.95,"1,246,000",2025-04-28
NB,32.00,"404,586",2025-04-28
NCR,7.30,"1,835",2025-04-28
NEIMETH,2.68,"156,626",2025-04-28
NEM,12.90,"204,314",2025-04-28
NESTLE,"1,000.00","211,071",2025-04-28
NGXGROUP,34.45,"817,888",2025-04-28
NIDF,111.70,"71,392",2025-04-28
NNFM,87.75,"272,669",2025-04-28
NPFMCRFBK,1.65,"7,925,936",2025-04-28
NSLTECH,0.54,"8,313,315",2025-04-28
OANDO,38.00,"5,445,463",2025-04-28
OKOMUOIL,545.20,"75,597",2025-04-28
OMATEK,0.62,"2,861,073",2025-04-28
PRESCO,785.00,"107,578",2025-04-28
PRESTIGE,1.00,"3,467,205",2025-04-28
PZ,30.10,"83,856",2025-04-28
REDSTAREX,4.80,"21,762",2025-04-28
REGALINS,0.55,"1,088,199",2025-04-28
ROYALEX,0.80,"696,115",2025-04-28
RTBRISCOE,2.00,"746,288",2025-04-28
SCOA,4.47,"240,578",2025-04-28
SEPLAT,"5,700.00","1,467",2025-04-28
SIAMLETF40,280.80,161,2025-04-28
SKYAVN,46.50,"1,400",2025-04-28
SOVRENINS,0.93,"2,289,978",2025-04-28
STANBIC,59.05,"759,650",2025-04-28
STANBICETF30,315.00,200,2025-04-28
STERLINGNG,5.23,"3,410,239",2025-04-28
SUNUASSUR,5.50,"82,071",2025-04-28
TANTALIZER,2.65,"14,044,123",2025-04-28
TIP,4.70,"763,847",2025-04-28
TOTAL,745.00,"10,305",2025-04-28
TRANSCOHOT,145.00,"29,603",2025-04-28
TRANSCORP,40.95,"1,204,825",2025-04-28
TRANSEXPR,2.00,"3,080",2025-04-28
TRANSPOWER,364.90,"1,249",2025-04-28
TRIPPLEG,2.20,"20,910",2025-04-28
UACN,30.50,"754,516",2025-04-28
UBA,31.30,"33,192,143",2025-04-28
UCAP,15.20,"9,892,112",2025-04-28
UNILEVER,34.70,"314,357",2025-04-28
UNIONDICON,7.95,"1,326,749",2025-04-28
UNIVINSURE,0.52,"11,463,754",2025-04-28
UPDC,3.13,"3,654,978",2025-04-28
UPL,3.55,"10,900",2025-04-28
VERITASKAP,1.01,"2,892,276",2025-04-28
VETBANK,12.50,"5,000",2025-04-28
VETGOODS,19.65,"4,000",2025-04-28
VETGRIF30,40.20,22,2025-04-28
VFDGROUP,96.00,"2,737,990",2025-04-28
VITAFOAM,37.00,"1,113,600",2025-04-28
VSPBONDETF,200.04,5,2025-04-28
WAPCO,71.50,"255,283",2025-04-28
WAPIC,2.26,"997,316",2025-04-28
WEMABANK,11.50,"3,749,196",2025-04-28
ABBEYBDS,7.41,"141,848",2025-04-28
ABCTRANS,1.30,"692,485",2025-04-28
ACADEMY,2.61,"3,307",2025-04-28
ACCESSCORP,21.40,"28,048,535",2025-04-28
AFRIPRUD,13.70,"1,890,335",2025-04-28
AIICO,1.60,"13,910,830",2025-04-28
AIRTELAFRI,"2,156.90","1,080",2025-04-28
ALEX,7.15,19,2025-04-28
ARADEL,497.00,"733,330",2025-04-28
AUSTINLAZ,2.09,"2,000",2025-04-28
BERGER,18.85,"16,615",2025-04-28
BETAGLAS,99.85,325,2025-04-28
BUACEMENT,83.70,"84,506",2025-04-28
BUAFOODS,418.00,"4,459",2025-04-28
CADBURY,23.00,"196,121",2025-04-28
CAP,41.50,"39,523",2025-04-28
CAVERTON,2.31,"758,282",2025-04-28
CHAMPION,3.75,"872,001",2025-04-28
CHAMS,2.10,"17,446,622",2025-04-28
CHELLARAM,7.89,"19,343",2025-04-28
CILEASING,3.80,"1,101,180",2025-04-28
CONHALLPLC,2.95,"2,132,204",2025-04-28
CONOIL,331.20,"2,090",2025-04-28
CORNERST,2.86,"1,030,592",2025-04-28
CUSTODIAN,17.80,"314,083",2025-04-28
CUTIX,2.29,"6,146,085",2025-04-28
CWG,7.90,"221,046",2025-04-28
DAARCOMM,0.63,"77,268",2025-04-28
DANGCEM,480.00,"25,384",2025-04-28
DANGSUGAR,33.70,"1,130,509",2025-04-28
DEAPCAP,0.90,"296,316",2025-04-28
ELLAHLAKES,3.17,"4,494,561",2025-04-28
ENAMELWA,25.30,8,2025-04-28
ETERNA,32.30,"599,872",2025-04-28
ETI,26.85,"198,492",2025-04-28
ETRANZACT,5.75,"161,779",2025-04-28
EUNISELL,10.75,"2,726",2025-04-28
FCMB,9.20,"20,805,145",2025-04-28
FIDELITYBK,18.30,"47,431,832",2025-04-28
FIDSON,18.00,"558,293",2025-04-28
FIRSTHOLDCO,24.40,"3,994,135",2025-04-28
FTNCOCOA,1.80,"2,166,167",2025-04-28
GEREGU,"1,141.50","1,488",2025-04-28
GOLDBREW,7.09,"4,571",2025-04-28
GTCO,67.00,"18,280,365",2025-04-28
GUINEAINS,0.63,"1,113,730",2025-04-28
GUINNESS,80.00,"558,199",2025-04-28
HMCALL,5.22,"14,002",2025-04-28
HONYFLOUR,10.95,"1,376,030",2025-04-28
IKEJAHOTEL,10.00,"261,551",2025-04-28
IMG,38.00,"19,011",2025-04-28
INFINITY,7.00,"5,380",2025-04-28
INTBREW,5.50,"1,474,489",2025-04-28
INTENEGINS,1.48,"111,873",2025-04-28
JAIZBANK,3.00,"5,638,606",2025-04-28
JAPAULGOLD,1.85,"4,533,040",2025-04-28
JBERGER,137.00,"9,550",2025-04-28
JOHNHOLT,7.74,"8,646",2025-04-28
JULI,10.30,"1,217",2025-04-28
LASACO,2.00,"1,070,331",2025-04-28
LEARNAFRCA,3.25,"341,455",2025-04-28
LINKASSURE,1.22,"375,585",2025-04-28
LIVESTOCK,8.77,"2,977,435",2025-04-28
LIVINGTRUST,4.81,"1,000",2025-04-28
MANSARD,7.99,"686,667",2025-04-28
MAYBAKER,7.00,"116,977",2025-04-28
MBENEFIT,0.86,"2,997,745",2025-04-28
MCNICHOLS,1.60,"299,400",2025-04-28
MECURE,11.25,"8,500",2025-04-28
MEYER,9.25,567,2025-04-28
MRS,174.90,"29,952",2025-04-28
MTNN,243.00,"11,300,324",2025-04-28
MULTIVERSE,8.65,"34,370",2025-04-28
NAHCO,65.50,"11,295,634",2025-04-28
NASCON,43.95,"158,020",2025-04-28
NB,32.10,"1,786,039",2025-04-28
NCR,7.30,"20,914",2025-04-28
NEIMETH,2.65,"414,867",2025-04-28
NEM,12.90,"327,296",2025-04-28
NESTLE,"1,000.00","298,786",2025-04-28
NGXGROUP,31.50,"1,335,100",2025-04-28
NIDF,111.70,"67,558",2025-04-28
NNFM,79.00,"1,185,098",2025-04-28
NOTORE,62.50,563,2025-04-28
NPFMCRFBK,1.70,"3,303,249",2025-04-28
NSLTECH,0.58,"1,611,613",2025-04-28
OANDO,38.00,"2,381,320",2025-04-28
OKOMUOIL,545.20,"150,120",2025-04-28
OMATEK,0.62,"2,128,926",2025-04-28
PRESCO,785.00,"161,267",2025-04-28
PRESTIGE,1.04,"4,855,526",2025-04-28
PZ,30.10,"238,362",2025-04-28
REDSTAREX,4.80,"77,600",2025-04-28
REGALINS,0.54,"4,298,633",2025-04-28
ROYALEX,0.81,"1,010,018",2025-04-28
RTBRISCOE,1.91,"1,378,663",2025-04-28
SCOA,4.47,"106,716",2025-04-28
SEPLAT,"5,700.00","1,631",2025-04-28
SKYAVN,46.50,"10,271",2025-04-28
SOVRENINS,0.91,"1,029,953",2025-04-28
STANBIC,59.05,"273,058",2025-04-28
STERLINGNG,5.24,"3,203,774",2025-04-28
SUNUASSUR,5.50,"995,797",2025-04-28
TANTALIZER,2.50,"17,243,709",2025-04-28
TIP,4.25,"475,645",2025-04-28
TOTAL,745.00,"2,036",2025-04-28
TRANSCOHOT,145.00,"15,857",2025-04-28
TRANSCORP,41.00,"2,001,248",2025-04-28
TRANSEXPR,2.00,"1,950",2025-04-28
TRANSPOWER,364.90,"4,423",2025-04-28
TRIPPLEG,2.20,50,2025-04-28
UACN,30.50,"336,349",2025-04-28
UBA,31.55,"21,974,726",2025-04-28
UCAP,14.55,"10,029,775",2025-04-28
UNILEVER,38.05,"1,229,185",2025-04-28
UNIONDICON,7.95,"114,060",2025-04-28
UNIVINSURE,0.52,"9,289,022",2025-04-28
UPDC,3.00,"2,899,329",2025-04-28
UPL,3.40,"1,526,747",2025-04-28
VERITASKAP,1.00,"4,849,631",2025-04-28
VETGOODS,19.85,"3,775",2025-04-28
VETGRIF30,40.20,295,2025-04-28
VFDGROUP,96.00,"1,991,223",2025-04-28
VITAFOAM,37.00,"674,710",2025-04-28
WAPCO,71.50,"5,410,048",2025-04-28
WAPIC,2.06,"3,190,190",2025-04-28
WEMABANK,11.95,"6,404,639",2025-04-28
ZENITHBANK,49.80,"23,120,006",2025-04-28
ABBEYBDS,8.15,"503,288",2025-04-28
ABCTRANS,1.30,"250,449",2025-04-28
ACADEMY,2.61,"23,104",2025-04-28
ACCESSCORP,21.50,"68,201,583",2025-04-28
AFRIPRUD,13.65,"829,911",2025-04-28
AIICO,1.60,"9,890,437",2025-04-28
AIRTELAFRI,"2,156.90","6,340",2025-04-28
ARADEL,497.00,"1,277,952",2025-04-28
AUSTINLAZ,2.09,50,2025-04-28
BERGER,18.85,"24,585",2025-04-28
BETAGLAS,99.85,744,2025-04-28
BUACEMENT,83.70,"498,304",2025-04-28
BUAFOODS,418.00,"7,645",2025-04-28
CADBURY,23.00,"69,567",2025-04-28
CAP,41.50,"29,097",2025-04-28
CAVERTON,2.31,"118,888",2025-04-28
CHAMPION,3.75,"29,254",2025-04-28
CHAMS,2.00,"24,622,367",2025-04-28
CHELLARAM,7.89,"31,818",2025-04-28
CILEASING,3.50,"2,915,498",2025-04-28
CONHALLPLC,2.95,"921,093",2025-04-28
CONOIL,331.20,"1,275",2025-04-28
CORNERST,2.86,"651,002",2025-04-28
CUSTODIAN,16.80,"4,613,004",2025-04-28
CUTIX,2.28,"1,820,442",2025-04-28
CWG,7.90,"797,362",2025-04-28
DAARCOMM,0.58,"712,956",2025-04-28
DANGCEM,480.00,"53,764",2025-04-28
DANGSUGAR,33.70,"616,519",2025-04-28
DEAPCAP,0.96,"572,550",2025-04-28
ELLAHLAKES,3.38,"2,286,539",2025-04-28
ENAMELWA,25.30,103,2025-04-28
ETERNA,33.00,"707,793",2025-04-28
ETI,26.85,"156,806",2025-04-28
ETRANZACT,5.75,"18,360",2025-04-28
EUNISELL,10.75,"21,490",2025-04-28
FCMB,9.10,"28,772,961",2025-04-28
FIDELITYBK,18.20,"12,751,128",2025-04-28
FIDSON,18.60,"314,301",2025-04-28
FIRSTHOLDCO,25.00,"6,368,180",2025-04-28
FTNCOCOA,1.80,"2,728,635",2025-04-28
GEREGU,"1,141.50","5,000,473",2025-04-28
GOLDBREW,7.09,50,2025-04-28
GREENWETF,530.00,478,2025-04-28
GTCO,59.00,"36,780,043",2025-04-28
GUINEAINS,0.57,"4,727,173",2025-04-28
GUINNESS,80.00,"104,988",2025-04-28
HMCALL,5.22,"53,781",2025-04-28
HONYFLOUR,10.97,"935,147",2025-04-28
IKEJAHOTEL,10.00,"21,550",2025-04-28
IMG,34.20,"183,425",2025-04-28
INFINITY,7.00,"28,000",2025-04-28
INTBREW,5.50,"1,718,983",2025-04-28
INTENEGINS,1.48,"151,453",2025-04-28
JAIZBANK,3.00,"5,413,221",2025-04-28
JAPAULGOLD,1.89,"1,957,470",2025-04-28
JBERGER,137.00,"9,031",2025-04-28
JOHNHOLT,7.74,"11,939",2025-04-28
JULI,10.30,"1,500",2025-04-28
LASACO,2.00,"1,759,565",2025-04-28
LEARNAFRCA,3.25,"789,850",2025-04-28
LINKASSURE,1.22,"182,507",2025-04-28
LIVESTOCK,8.70,"800,595",2025-04-28
LOTUSHAL15,36.00,"2,144",2025-04-28
MANSARD,7.99,"539,925",2025-04-28
MAYBAKER,7.20,"330,318",2025-04-28
MBENEFIT,0.86,"4,730,951",2025-04-28
MCNICHOLS,1.60,"130,079",2025-04-28
MECURE,11.25,"7,619",2025-04-28
MERGROWTH,350.00,150,2025-04-28
MEYER,9.25,"1,000",2025-04-28
MRS,174.90,"1,511",2025-04-28
MTNN,243.00,"897,548",2025-04-28
MULTIVERSE,8.65,"9,500",2025-04-28
NAHCO,65.50,"2,839,253",2025-04-28
NASCON,43.95,"1,331,639",2025-04-28
NB,32.95,"10,652,238",2025-04-28
NEIMETH,2.78,"983,019",2025-04-28
NEM,12.90,"263,519",2025-04-28
NESTLE,"1,000.00","6,621",2025-04-28
NEWGOLD,"50,000.00",42,2025-04-28
NGXGROUP,33.80,"2,233,180",2025-04-28
NIDF,111.70,"179,291",2025-04-28
NNFM,79.00,"5,916",2025-04-28
NPFMCRFBK,1.72,"2,578,523",2025-04-28
NSLTECH,0.57,"3,312,974",2025-04-28
OANDO,37.65,"1,723,501",2025-04-28
OKOMUOIL,545.20,"428,970",2025-04-28
OMATEK,0.62,"385,804",2025-04-28
PRESCO,785.00,"185,614",2025-04-28
PRESTIGE,0.99,"1,828,030",2025-04-28
PZ,30.10,"220,834",2025-04-28
REDSTAREX,4.80,"57,580",2025-04-28
REGALINS,0.57,"1,213,322",2025-04-28
ROYALEX,0.86,"5,961,290",2025-04-28
RTBRISCOE,1.92,"585,256",2025-04-28
SCOA,4.47,"5,530",2025-04-28
SEPLAT,"5,700.00",428,2025-04-28
SIAMLETF40,300.00,10,2025-04-28
SKYAVN,46.50,"1,103",2025-04-28
SOVRENINS,0.98,"1,725,733",2025-04-28
STANBIC,59.05,"169,957",2025-04-28
STANBICETF30,300.00,363,2025-04-28
STERLINGNG,5.23,"3,968,023",2025-04-28
SUNUASSUR,5.55,"1,215,921",2025-04-28
TANTALIZER,2.39,"3,035,222",2025-04-28
TIP,4.25,"161,554",2025-04-28
TOTAL,745.00,"10,994",2025-04-28
TRANSCOHOT,145.00,"6,074",2025-04-28
TRANSCORP,41.50,"1,940,707",2025-04-28
TRANSEXPR,2.00,"2,500",2025-04-28
TRANSPOWER,364.90,"1,773",2025-04-28
UACN,30.00,"482,646",2025-04-28
UBA,31.70,"26,399,228",2025-04-28
UCAP,14.95,"5,170,928",2025-04-28
UNILEVER,38.05,"296,752",2025-04-28
UNIONDICON,7.95,"62,090",2025-04-28
UNIVINSURE,0.53,"4,278,676",2025-04-28
UPDC,2.90,"860,868",2025-04-28
UPL,3.40,"376,700",2025-04-28
VERITASKAP,1.00,"630,590",2025-04-28
VETGRIF30,40.20,20,2025-04-28
VFDGROUP,96.00,"1,085,255",2025-04-28
VITAFOAM,37.00,"91,838",2025-04-28
VSPBONDETF,251.00,113,2025-04-28
WAPCO,71.50,"1,689,961",2025-04-28
WAPIC,2.18,"1,100,400",2025-04-28
WEMABANK,11.95,"1,356,127",2025-04-28
ABBEYBDS,8.96,"989,001",2025-04-28
ABCTRANS,1.42,"305,659",2025-04-28
ACADEMY,2.61,"1,560",2025-04-28
ACCESSCORP,22.10,"32,856,753",2025-04-28
AFRIPRUD,13.65,"500,505",2025-04-28
AIICO,1.56,"10,559,988",2025-04-28
AIRTELAFRI,"2,156.90","12,000",2025-04-28
ALEX,7.15,"3,260",2025-04-28
ARADEL,497.00,"712,947",2025-04-28
AUSTINLAZ,2.09,"59,652",2025-04-28
BERGER,18.85,"25,976",2025-04-28
BETAGLAS,99.85,"34,411",2025-04-28
BUACEMENT,83.70,"48,336",2025-04-28
BUAFOODS,418.00,"3,915",2025-04-28
CADBURY,22.00,"787,722",2025-04-28
CAP,41.50,"12,794",2025-04-28
CAVERTON,2.27,"5,027,706",2025-04-28
CHAMPION,3.75,"1,001,360",2025-04-28
CHAMS,2.04,"7,231,379",2025-04-28
CHELLARAM,7.89,"22,386",2025-04-28
CILEASING,3.27,"521,862",2025-04-28
CONHALLPLC,2.80,"911,769",2025-04-28
CONOIL,331.20,"28,385",2025-04-28
CORNERST,2.59,"1,532,989",2025-04-28
CUSTODIAN,17.90,"1,309,670",2025-04-28
CUTIX,2.28,"3,486,849",2025-04-28
CWG,7.90,"657,745",2025-04-28
DAARCOMM,0.56,"1,324,346",2025-04-28
DANGCEM,480.00,"30,395",2025-04-28
DANGSUGAR,33.30,"1,871,217",2025-04-28
DEAPCAP,0.96,"122,515",2025-04-28
ELLAHLAKES,3.05,"5,487,388",2025-04-28
ETERNA,33.00,"85,625",2025-04-28
ETI,29.25,"584,139",2025-04-28
ETRANZACT,5.75,"15,017",2025-04-28
EUNISELL,10.75,"2,202",2025-04-28
FCMB,9.25,"5,027,317",2025-04-28
FIDELITYBK,19.25,"49,528,820",2025-04-28
FIDSON,18.60,"31,929",2025-04-28
FIRSTHOLDCO,24.60,"3,092,926",2025-04-28
FTNCOCOA,1.89,"1,259,192",2025-04-28
GEREGU,"1,141.50","2,323",2025-04-28
GOLDBREW,7.09,"7,000",2025-04-28
GTCO,59.00,"12,005,979",2025-04-28
GUINEAINS,0.62,"862,836",2025-04-28
GUINNESS,80.00,"120,400",2025-04-28
HMCALL,5.22,"17,764",2025-04-28
HONYFLOUR,11.30,"1,694,133",2025-04-28
IKEJAHOTEL,10.00,"741,434",2025-04-28
IMG,34.20,"54,105",2025-04-28
INFINITY,7.00,229,2025-04-28
INTBREW,5.50,"1,573,823",2025-04-28
INTENEGINS,1.48,"4,500",2025-04-28
JAIZBANK,3.00,"2,780,781",2025-04-28
JAPAULGOLD,1.94,"2,700,880",2025-04-28
JBERGER,137.00,"4,446",2025-04-28
JOHNHOLT,7.74,"14,016",2025-04-28
JULI,10.30,"2,506",2025-04-28
LASACO,1.95,"3,794,020",2025-04-28
LEARNAFRCA,3.25,"222,844",2025-04-28
LINKASSURE,1.22,"306,868",2025-04-28
LIVESTOCK,9.50,"2,095,435",2025-04-28
LIVINGTRUST,4.81,34,2025-04-28
MANSARD,7.99,"1,000,060",2025-04-28
MAYBAKER,7.40,"665,529",2025-04-28
MBENEFIT,0.85,"1,675,145",2025-04-28
MCNICHOLS,1.63,"181,077",2025-04-28
MECURE,11.25,"22,955",2025-04-28
MERVALUE,120.00,359,2025-04-28
MEYER,9.25,"9,085",2025-04-28
MRS,174.90,"7,090",2025-04-28
MTNN,242.00,"6,043,272",2025-04-28
MULTIVERSE,8.65,"82,327",2025-04-28
NAHCO,65.50,"1,860,722",2025-04-28
NASCON,41.95,"855,596",2025-04-28
NB,36.20,"15,418,012",2025-04-28
NEIMETH,2.78,"310,672",2025-04-28
NEM,12.90,"759,514",2025-04-28
NESTLE,"1,000.00","180,337",2025-04-28
NGXGROUP,33.50,"6,392,082",2025-04-28
NIDF,111.70,"8,749",2025-04-28
NNFM,79.00,"13,766",2025-04-28
NOTORE,62.50,100,2025-04-28
NPFMCRFBK,1.72,"798,352",2025-04-28
NSLTECH,0.56,"1,958,143",2025-04-28
OANDO,40.00,"2,349,730",2025-04-28
OKOMUOIL,545.20,"552,478",2025-04-28
OMATEK,0.60,"821,079",2025-04-28
PRESCO,785.00,"214,924",2025-04-28
PRESTIGE,0.99,"584,763",2025-04-28
PZ,30.10,"92,021",2025-04-28
REDSTAREX,4.80,"18,455",2025-04-28
REGALINS,0.54,"9,408,080",2025-04-28
ROYALEX,0.85,"1,189,062",2025-04-28
RTBRISCOE,1.90,"1,657,033",2025-04-28
SCOA,4.47,"20,545",2025-04-28
SEPLAT,"5,700.00","1,549",2025-04-28
SIAMLETF40,300.00,544,2025-04-28
SKYAVN,46.50,"4,700",2025-04-28
SOVRENINS,0.89,"2,984,615",2025-04-28
STANBIC,59.05,"160,374",2025-04-28
STANBICETF30,300.00,"1,132",2025-04-28
STERLINGNG,5.30,"3,841,573",2025-04-28
SUNUASSUR,5.00,"838,689",2025-04-28
TANTALIZER,2.40,"3,690,478",2025-04-28
TIP,4.55,"939,303",2025-04-28
TOTAL,745.00,"11,160",2025-04-28
TRANSCOHOT,145.00,"14,224",2025-04-28
TRANSCORP,41.50,"446,709",2025-04-28
TRANSEXPR,2.00,"1,577",2025-04-28
TRANSPOWER,364.90,"2,671",2025-04-28
TRIPPLEG,2.20,"7,018",2025-04-28
UACN,29.10,"960,712",2025-04-28
UBA,32.10,"13,949,474",2025-04-28
UCAP,15.35,"4,321,443",2025-04-28
UNILEVER,38.05,"171,351",2025-04-28
UNIONDICON,7.95,"3,305",2025-04-28
UNIVINSURE,0.49,"89,266,097",2025-04-28
UPDC,2.80,"2,878,599",2025-04-28
UPL,3.40,"686,972",2025-04-28
VERITASKAP,1.00,"975,263",2025-04-28
VETBANK,12.70,500,2025-04-28
VETINDETF,41.15,5,2025-04-28
VFDGROUP,96.00,"938,146",2025-04-28
VITAFOAM,37.00,"483,795",2025-04-28
VSPBONDETF,251.00,216,2025-04-28
WAPCO,71.50,"281,464",2025-04-28
WAPIC,2.18,"178,112",2025-04-28
WEMABANK,11.95,"9,938,052",2025-04-28
ZENITHBANK,44.00,"15,577,254",2025-04-28
ABBEYBDS,9.76,"3,932,594",2025-04-28
ABCTRANS,1.42,"260,031",2025-04-28
