Symbol,Close,Volume,Date,Day,Close_pct_change,Growth,Cumulative_Return
ACCESSCORP,22.55,22829113.0,2025-04-03,2,-0.44150110375275053,0.9955849889624725,-0.44150110375275053
ACCESSCORP,22.65,16364163.0,2025-04-04,3,0.44345898004434225,1.0044345898004434,0.0
ACCESSCORP,20.75,55988202.0,2025-04-14,4,-8.388520971302427,0.9161147902869757,-8.388520971302427
ACCESSCORP,21.4,28048535.0,2025-04-15,5,3.1325301204819134,1.0313253012048191,-5.518763796909498
ACCESSCORP,21.5,68201583.0,2025-04-16,6,0.4672897196261738,1.0046728971962617,-5.077262693156737
ACCESSCORP,22.1,32856753.0,2025-04-17,7,2.7906976744186185,1.0279069767441862,-2.428256070640167
ACCESSCORP,22.65,38614656.0,2025-04-22,8,2.488687782805421,1.0248868778280542,0.0
ACCESSCORP,23.7,30549507.0,2025-04-23,9,4.635761589403975,1.0463576158940397,4.635761589403975
ACCESSCORP,23.9,48502116.0,2025-04-24,10,0.8438818565400741,1.0084388185654007,5.518763796909476
ACCESSCORP,23.8,40556296.0,2025-04-25,11,-0.4184100418409997,0.99581589958159,5.077262693156714
ACCESSCORP,23.7,60867183.0,2025-04-28,12,-0.42016806722690037,0.995798319327731,4.635761589403953
ACCESSCORP,24.05,35569705.0,2025-04-29,13,1.476793248945163,1.0147679324894516,6.1810154525386185
ACCESSCORP,22.5,25041580.0,2025-04-30,14,-6.444906444906451,0.9355509355509355,-0.6622516556291536
ACCESSCORP,21.9,52815880.0,2025-05-02,15,-2.6666666666666727,0.9733333333333333,-3.3112582781457123
ACCESSCORP,21.05,42913281.0,2025-05-05,16,-3.8812785388127713,0.9611872146118723,-7.064017660044152
ACCESSCORP,21.55,21195269.0,2025-05-07,17,2.375296912114022,1.0237529691211402,-4.856512141280344
ACCESSCORP,21.8,65761194.0,2025-05-08,18,1.1600928074245953,1.011600928074246,-3.7527593818984406
ACCESSCORP,21.3,45165697.0,2025-05-09,19,-2.2935779816513735,0.9770642201834863,-5.960264900662238
ACCESSCORP,21.3,29432019.0,2025-05-12,20,0.0,1.0,-5.960264900662238
ACCESSCORP,21.3,36792494.0,2025-05-13,21,0.0,1.0,-5.960264900662238
ACCESSCORP,21.45,51902448.0,2025-05-14,22,0.7042253521126751,1.0070422535211268,-5.298013245033095
ACCESSCORP,22.0,10453547.0,2025-05-15,23,2.564102564102577,1.0256410256410258,-2.8697571743929062
ACCESSCORP,23.5,32047186.0,2025-05-16,24,6.818181818181812,1.0681818181818181,3.752759381898474
ACCESSCORP,23.0,45116823.0,2025-05-19,25,-2.127659574468088,0.9787234042553191,1.5452538631346657
ACCESSCORP,22.8,18352208.0,2025-05-20,26,-0.8695652173912993,0.991304347826087,0.6622516556291425
ACCESSCORP,21.85,35103761.0,2025-05-21,27,-4.1666666666666625,0.9583333333333334,-3.532008830022071
ACCESSCORP,21.5,27737197.0,2025-05-22,28,-1.6018306636155666,0.9839816933638443,-5.077262693156737
ACCESSCORP,21.6,26896648.0,2025-05-23,29,0.46511627906977715,1.0046511627906978,-4.635761589403964
ACCESSCORP,21.95,35932322.0,2025-05-26,30,1.6203703703703498,1.0162037037037035,-3.0905077262693204
ACCESSCORP,22.0,23692737.0,2025-05-27,31,0.2277904328018332,1.0022779043280183,-2.8697571743929284
AFRIPRUD,14.35,2511524.0,2025-04-02,1,,1.0,0.0
AFRIPRUD,15.75,2515129.0,2025-04-03,2,9.756097560975618,1.0975609756097562,9.756097560975618
AFRIPRUD,15.1,2635468.0,2025-04-04,3,-4.1269841269841345,0.9587301587301587,5.226480836236935
AFRIPRUD,14.25,1359439.0,2025-04-14,4,-5.629139072847678,0.9437086092715232,-0.6968641114982521
AFRIPRUD,13.7,1890335.0,2025-04-15,5,-3.8596491228070184,0.9614035087719298,-4.529616724738672
AFRIPRUD,13.65,829911.0,2025-04-16,6,-0.36496350364962904,0.9963503649635037,-4.8780487804877986
AFRIPRUD,13.65,500505.0,2025-04-17,7,0.0,1.0,-4.8780487804877986
AFRIPRUD,13.9,716701.0,2025-04-22,8,1.831501831501825,1.0183150183150182,-3.1358885017421567
AFRIPRUD,15.1,2282342.0,2025-04-23,9,8.633093525179847,1.0863309352517985,5.226480836236935
AFRIPRUD,16.6,1264748.0,2025-04-24,10,9.933774834437092,1.099337748344371,15.679442508710807
AFRIPRUD,17.15,1477124.0,2025-04-25,11,3.3132530120481674,1.0331325301204817,19.512195121951194
AFRIPRUD,17.9,2065059.0,2025-04-28,12,4.37317784256559,1.043731778425656,24.738675958188104
AFRIPRUD,17.8,2178206.0,2025-04-29,13,-0.5586592178770777,0.9944134078212292,24.041811846689875
AFRIPRUD,17.0,2724966.0,2025-04-30,14,-4.49438202247191,0.9550561797752809,18.466898954703815
AFRIPRUD,16.5,2530332.0,2025-05-02,15,-2.941176470588236,0.9705882352941176,14.982578397212531
AFRIPRUD,17.0,734610.0,2025-05-05,16,3.0303030303030276,1.0303030303030303,18.466898954703815
AFRIPRUD,16.0,3371955.0,2025-05-07,17,-5.882352941176472,0.9411764705882353,11.498257839721227
AFRIPRUD,16.0,491973.0,2025-05-08,18,0.0,1.0,11.498257839721227
AFRIPRUD,16.4,1006676.0,2025-05-09,19,2.499999999999991,1.025,14.285714285714256
AFRIPRUD,16.4,589102.0,2025-05-12,20,0.0,1.0,14.285714285714256
AFRIPRUD,17.0,1847133.0,2025-05-13,21,3.658536585365857,1.0365853658536586,18.466898954703815
AFRIPRUD,16.7,1642473.0,2025-05-14,22,-1.764705882352946,0.9823529411764705,16.376306620209036
AFRIPRUD,16.45,2679355.0,2025-05-15,23,-1.4970059880239472,0.9850299401197605,14.634146341463406
AFRIPRUD,16.45,1335608.0,2025-05-16,24,0.0,1.0,14.634146341463406
AFRIPRUD,16.45,1701155.0,2025-05-19,25,0.0,1.0,14.634146341463406
AFRIPRUD,16.0,902206.0,2025-05-20,26,-2.7355623100303927,0.9726443768996961,11.498257839721248
AFRIPRUD,16.0,948106.0,2025-05-21,27,0.0,1.0,11.498257839721248
AFRIPRUD,16.0,674690.0,2025-05-22,28,0.0,1.0,11.498257839721248
AFRIPRUD,16.05,1344581.0,2025-05-23,29,0.31250000000000444,1.003125,11.846689895470375
AFRIPRUD,16.05,750773.0,2025-05-26,30,0.0,1.0,11.846689895470375
AFRIPRUD,16.05,577945.0,2025-05-27,31,0.0,1.0,11.846689895470375
AIICO,1.55,11356232.0,2025-04-02,1,,1.0,0.0
AIICO,1.57,3981226.0,2025-04-03,2,1.2903225806451646,1.0129032258064516,1.2903225806451646
AIICO,1.52,5009707.0,2025-04-04,3,-3.1847133757961776,0.9681528662420382,-1.9354838709677358
AIICO,1.56,9197427.0,2025-04-14,4,2.6315789473684292,1.0263157894736843,0.6451612903225934
AIICO,1.6,13910830.0,2025-04-15,5,2.564102564102577,1.0256410256410258,3.2258064516129226
AIICO,1.6,9890437.0,2025-04-16,6,0.0,1.0,3.2258064516129226
AIICO,1.56,10559988.0,2025-04-17,7,-2.500000000000002,0.975,0.6451612903225934
AIICO,1.64,2145064.0,2025-04-22,8,5.12820512820511,1.051282051282051,5.8064516129032295
AIICO,1.6,4135342.0,2025-04-23,9,-2.4390243902438935,0.9756097560975611,3.2258064516129226
AIICO,1.55,3151763.0,2025-04-24,10,-3.125,0.96875,2.220446049250313e-14
AIICO,1.6,1699833.0,2025-04-25,11,3.2258064516129004,1.032258064516129,3.2258064516129226
AIICO,1.61,11307671.0,2025-04-28,12,0.6250000000000089,1.00625,3.870967741935516
AIICO,1.66,1896622.0,2025-04-29,13,3.105590062111796,1.031055900621118,7.096774193548416
AIICO,1.68,7988778.0,2025-04-30,14,1.2048192771084265,1.0120481927710843,8.38709677419358
AIICO,1.59,9626104.0,2025-05-02,15,-5.357142857142849,0.9464285714285715,2.5806451612903514
AIICO,1.68,13887954.0,2025-05-05,16,5.660377358490565,1.0566037735849056,8.38709677419358
AIICO,1.67,7364128.0,2025-05-07,17,-0.5952380952380931,0.9940476190476191,7.74193548387101
AIICO,1.67,9413784.0,2025-05-08,18,0.0,1.0,7.74193548387101
AIICO,1.67,13930397.0,2025-05-09,19,0.0,1.0,7.74193548387101
AIICO,1.6,19108745.0,2025-05-12,20,-4.191616766467055,0.9580838323353295,3.2258064516129448
AIICO,1.65,4873824.0,2025-05-13,21,3.124999999999978,1.0312499999999998,6.451612903225823
AIICO,1.66,19885187.0,2025-05-14,22,0.60606060606061,1.006060606060606,7.096774193548416
AIICO,1.6,33853762.0,2025-05-15,23,-3.6144578313252906,0.9638554216867471,3.2258064516129448
AIICO,1.6,28931484.0,2025-05-16,24,0.0,1.0,3.2258064516129448
AIICO,1.65,11087604.0,2025-05-19,25,3.124999999999978,1.0312499999999998,6.451612903225823
AIICO,1.66,10461324.0,2025-05-20,26,0.60606060606061,1.006060606060606,7.096774193548416
AIICO,1.68,15058142.0,2025-05-21,27,1.2048192771084265,1.0120481927710843,8.38709677419358
AIICO,1.64,12704438.0,2025-05-22,28,-2.3809523809523836,0.9761904761904762,5.806451612903252
AIICO,1.61,5777253.0,2025-05-23,29,-1.8292682926829174,0.9817073170731708,3.870967741935516
AIICO,1.59,5353528.0,2025-05-26,30,-1.2422360248447228,0.9875776397515528,2.5806451612903514
AIICO,1.6,3329868.0,2025-05-27,31,0.6289308176100628,1.0062893081761006,3.2258064516129226
ALEX,7.15,3076.0,2025-04-03,1,,1.0,0.0
ALEX,7.15,1410.0,2025-04-04,2,0.0,1.0,0.0
ALEX,7.15,11.0,2025-04-14,3,0.0,1.0,0.0
ALEX,7.15,19.0,2025-04-15,4,0.0,1.0,0.0
ALEX,7.15,3260.0,2025-04-17,5,0.0,1.0,0.0
ALEX,7.15,600.0,2025-04-22,6,0.0,1.0,0.0
ALEX,7.15,7745.0,2025-04-23,7,0.0,1.0,0.0
ALEX,7.15,4211.0,2025-04-24,8,0.0,1.0,0.0
ALEX,7.15,3578.0,2025-04-25,9,0.0,1.0,0.0
ALEX,7.15,4.0,2025-04-28,10,0.0,1.0,0.0
ALEX,7.15,1040.0,2025-04-29,11,0.0,1.0,0.0
ALEX,7.15,535.0,2025-04-30,12,0.0,1.0,0.0
ALEX,7.15,2400.0,2025-05-02,13,0.0,1.0,0.0
ALEX,7.15,24603.0,2025-05-05,14,0.0,1.0,0.0
ALEX,7.15,1000.0,2025-05-07,15,0.0,1.0,0.0
ALEX,7.15,90.0,2025-05-08,16,0.0,1.0,0.0
ALEX,7.15,1243.0,2025-05-09,17,0.0,1.0,0.0
ALEX,7.15,28.0,2025-05-12,18,0.0,1.0,0.0
ALEX,7.15,7267.0,2025-05-13,19,0.0,1.0,0.0
ALEX,7.15,10000.0,2025-05-14,20,0.0,1.0,0.0
ALEX,7.15,1001.0,2025-05-15,21,0.0,1.0,0.0
ALEX,7.15,1600.0,2025-05-16,22,0.0,1.0,0.0
ALEX,7.15,1725.0,2025-05-19,23,0.0,1.0,0.0
ALEX,7.15,500.0,2025-05-20,24,0.0,1.0,0.0
ALEX,7.15,583.0,2025-05-22,25,0.0,1.0,0.0
ALEX,7.15,11905.0,2025-05-23,26,0.0,1.0,0.0
ALEX,7.15,2948.0,2025-05-26,27,0.0,1.0,0.0
ARADEL,500.0,1926562.0,2025-04-02,1,,1.0,0.0
ARADEL,500.0,800629.0,2025-04-03,2,0.0,1.0,0.0
ARADEL,500.0,530806.0,2025-04-04,3,0.0,1.0,0.0
ARADEL,497.0,566414.0,2025-04-14,4,-0.6000000000000005,0.994,-0.6000000000000005
ARADEL,497.0,733330.0,2025-04-15,5,0.0,1.0,-0.6000000000000005
ARADEL,497.0,1277952.0,2025-04-16,6,0.0,1.0,-0.6000000000000005
ARADEL,497.0,712947.0,2025-04-17,7,0.0,1.0,-0.6000000000000005
ARADEL,497.0,332108.0,2025-04-22,8,0.0,1.0,-0.6000000000000005
ARADEL,497.0,399485.0,2025-04-23,9,0.0,1.0,-0.6000000000000005
ARADEL,497.0,666034.0,2025-04-24,10,0.0,1.0,-0.6000000000000005
ARADEL,497.0,673826.0,2025-04-25,11,0.0,1.0,-0.6000000000000005
ARADEL,448.0,1485527.0,2025-04-28,12,-9.859154929577462,0.9014084507042254,-10.399999999999999
ARADEL,448.0,1210191.0,2025-04-29,13,0.0,1.0,-10.399999999999999
ARADEL,448.0,801066.0,2025-04-30,14,0.0,1.0,-10.399999999999999
ARADEL,448.0,708386.0,2025-05-02,15,0.0,1.0,-10.399999999999999
ARADEL,488.0,7184904.0,2025-05-05,16,8.92857142857142,1.0892857142857142,-2.400000000000002
ARADEL,503.0,684438.0,2025-05-07,17,3.073770491803285,1.0307377049180328,0.6000000000000005
ARADEL,503.0,534641.0,2025-05-08,18,0.0,1.0,0.6000000000000005
ARADEL,503.0,691786.0,2025-05-09,19,0.0,1.0,0.6000000000000005
ARADEL,503.0,341523.0,2025-05-12,20,0.0,1.0,0.6000000000000005
ARADEL,503.0,503449.0,2025-05-13,21,0.0,1.0,0.6000000000000005
ARADEL,503.0,639699.0,2025-05-14,22,0.0,1.0,0.6000000000000005
ARADEL,503.0,614054.0,2025-05-15,23,0.0,1.0,0.6000000000000005
ARADEL,503.0,323053.0,2025-05-16,24,0.0,1.0,0.6000000000000005
ARADEL,503.0,505466.0,2025-05-19,25,0.0,1.0,0.6000000000000005
ARADEL,460.0,5542797.0,2025-05-20,26,-8.548707753479123,0.9145129224652088,-7.9999999999999964
ARADEL,460.0,505276.0,2025-05-21,27,0.0,1.0,-7.9999999999999964
ARADEL,460.0,406081.0,2025-05-22,28,0.0,1.0,-7.9999999999999964
ARADEL,460.0,465190.0,2025-05-23,29,0.0,1.0,-7.9999999999999964
ARADEL,505.9,1600080.0,2025-05-26,30,9.978260869565215,1.0997826086956521,1.1800000000000033
ARADEL,530.0,912147.0,2025-05-27,31,4.7637873097450045,1.04763787309745,6.000000000000005
AUSTINLAZ,2.09,392.0,2025-04-02,1,,1.0,0.0
AUSTINLAZ,2.09,2931.0,2025-04-03,2,0.0,1.0,0.0
AUSTINLAZ,2.09,100.0,2025-04-04,3,0.0,1.0,0.0
AUSTINLAZ,2.09,2850.0,2025-04-14,4,0.0,1.0,0.0
AUSTINLAZ,2.09,2000.0,2025-04-15,5,0.0,1.0,0.0
AUSTINLAZ,2.09,50.0,2025-04-16,6,0.0,1.0,0.0
AUSTINLAZ,2.09,59652.0,2025-04-17,7,0.0,1.0,0.0
AUSTINLAZ,2.09,1110.0,2025-04-22,8,0.0,1.0,0.0
AUSTINLAZ,1.89,437708.0,2025-04-23,9,-9.569377990430617,0.9043062200956938,-9.569377990430617
AUSTINLAZ,1.89,24215.0,2025-04-24,10,0.0,1.0,-9.569377990430617
AUSTINLAZ,1.89,2220.0,2025-04-25,11,0.0,1.0,-9.569377990430617
AUSTINLAZ,1.89,21498.0,2025-04-28,12,0.0,1.0,-9.569377990430617
AUSTINLAZ,1.89,56929.0,2025-04-29,13,0.0,1.0,-9.569377990430617
AUSTINLAZ,1.71,384911.0,2025-04-30,14,-9.523809523809524,0.9047619047619048,-18.181818181818176
AUSTINLAZ,1.71,173000.0,2025-05-02,15,0.0,1.0,-18.181818181818176
AUSTINLAZ,1.71,13660.0,2025-05-05,16,0.0,1.0,-18.181818181818176
AUSTINLAZ,1.88,61301.0,2025-05-07,17,9.941520467836252,1.0994152046783625,-10.047846889952151
AUSTINLAZ,2.06,224900.0,2025-05-08,18,9.574468085106403,1.095744680851064,-1.4354066985645675
AUSTINLAZ,2.06,147200.0,2025-05-09,19,0.0,1.0,-1.4354066985645675
AUSTINLAZ,2.06,46538.0,2025-05-12,20,0.0,1.0,-1.4354066985645675
AUSTINLAZ,2.06,2515.0,2025-05-13,21,0.0,1.0,-1.4354066985645675
AUSTINLAZ,2.06,50140.0,2025-05-14,22,0.0,1.0,-1.4354066985645675
AUSTINLAZ,2.06,4550.0,2025-05-15,23,0.0,1.0,-1.4354066985645675
AUSTINLAZ,2.06,34661.0,2025-05-16,24,0.0,1.0,-1.4354066985645675
AUSTINLAZ,2.06,112900.0,2025-05-19,25,0.0,1.0,-1.4354066985645675
AUSTINLAZ,2.06,200.0,2025-05-20,26,0.0,1.0,-1.4354066985645675
AUSTINLAZ,2.06,22107.0,2025-05-21,27,0.0,1.0,-1.4354066985645675
AUSTINLAZ,2.06,63408.0,2025-05-22,28,0.0,1.0,-1.4354066985645675
AUSTINLAZ,2.06,69754.0,2025-05-23,29,0.0,1.0,-1.4354066985645675
AUSTINLAZ,2.06,85840.0,2025-05-26,30,0.0,1.0,-1.4354066985645675
AUSTINLAZ,2.06,2396.0,2025-05-27,31,0.0,1.0,-1.4354066985645675
BERGER,18.85,36528.0,2025-04-02,1,,1.0,0.0
BERGER,18.85,44901.0,2025-04-03,2,0.0,1.0,0.0
BERGER,18.85,42585.0,2025-04-04,3,0.0,1.0,0.0
BERGER,18.85,20674.0,2025-04-14,4,0.0,1.0,0.0
BERGER,18.85,16615.0,2025-04-15,5,0.0,1.0,0.0
BERGER,18.85,24585.0,2025-04-16,6,0.0,1.0,0.0
BERGER,18.85,25976.0,2025-04-17,7,0.0,1.0,0.0
BERGER,18.85,38848.0,2025-04-22,8,0.0,1.0,0.0
BERGER,18.85,14140.0,2025-04-23,9,0.0,1.0,0.0
BERGER,18.85,30736.0,2025-04-24,10,0.0,1.0,0.0
BERGER,17.85,8763.0,2025-04-25,11,-5.305039787798405,0.946949602122016,-5.305039787798405
BERGER,17.85,28926.0,2025-04-28,12,0.0,1.0,-5.305039787798405
BERGER,17.85,241448.0,2025-04-29,13,0.0,1.0,-5.305039787798405
BERGER,17.85,5046.0,2025-04-30,14,0.0,1.0,-5.305039787798405
BERGER,19.6,1126812.0,2025-05-02,15,9.80392156862746,1.0980392156862746,3.978779840848823
BERGER,19.6,217479.0,2025-05-05,16,0.0,1.0,3.978779840848823
BERGER,19.6,52091.0,2025-05-07,17,0.0,1.0,3.978779840848823
BERGER,19.6,764.0,2025-05-08,18,0.0,1.0,3.978779840848823
BERGER,21.45,380227.0,2025-05-09,19,9.438775510204067,1.0943877551020407,13.793103448275868
BERGER,21.45,86939.0,2025-05-12,20,0.0,1.0,13.793103448275868
BERGER,21.45,25330.0,2025-05-13,21,0.0,1.0,13.793103448275868
BERGER,21.45,33474.0,2025-05-14,22,0.0,1.0,13.793103448275868
BERGER,21.45,37564.0,2025-05-15,23,0.0,1.0,13.793103448275868
BERGER,23.55,1117823.0,2025-05-16,24,9.790209790209792,1.097902097902098,24.933687002652526
BERGER,23.55,233950.0,2025-05-19,25,0.0,1.0,24.933687002652526
BERGER,21.2,2353467.0,2025-05-20,26,-9.978768577494701,0.900212314225053,12.466843501326252
BERGER,21.2,3050310.0,2025-05-21,27,0.0,1.0,12.466843501326252
BERGER,21.2,113707.0,2025-05-22,28,0.0,1.0,12.466843501326252
BERGER,22.45,563188.0,2025-05-23,29,5.89622641509433,1.0589622641509433,19.09814323607426
BERGER,22.45,439673.0,2025-05-26,30,0.0,1.0,19.09814323607426
BERGER,22.45,92839.0,2025-05-27,31,0.0,1.0,19.09814323607426
BETAGLAS,99.85,43061.0,2025-04-02,1,,1.0,0.0
